0
                    Filename,  Orb_st Orb_end,         Start_time,           End_time, Status_flag,    Npackets, Drift_start,   Drift_end, Data source,
"hsi_20051005_013800_002.fits   20056   20057 05-Oct-05 01:38:00 05-Oct-05 02:50:00           1       99732      -1.303      -1.303                            Spacecraft:vc1_20051005181802.0,vc3_20051005181802.0"
"hsi_20051005_025000_002.fits   20056   20057 05-Oct-05 02:50:00 05-Oct-05 03:14:00           1       25385      -1.303      -1.303                            Spacecraft:vc1_20051005181802.0,vc3_20051005181802.0"
"hsi_20051005_031400_001.fits   20057   20058 05-Oct-05 03:14:00 05-Oct-05 04:28:20           1       99647      -1.303      -1.303                            Spacecraft:vc1_20051005181802.0,vc3_20051005181802.0"
"hsi_20051005_042820_001.fits   20057   20058 05-Oct-05 04:28:20 05-Oct-05 04:50:00           1       25449      -1.303      -1.303                            Spacecraft:vc1_20051005181802.0,vc3_20051005181802.0"
hsi_20051005_045000_002.fits   20058   20059 05-Oct-05 04:50:00 05-Oct-05 06:15:00           1       99767      -1.303      -1.303                                                 Spacecraft:vc3_20051005195840.0
hsi_20051005_061500_002.fits   20058   20059 05-Oct-05 06:15:00 05-Oct-05 06:25:40           1       10114      -1.303      -1.303                                                 Spacecraft:vc3_20051005195840.0
hsi_20051005_062540_002.fits   20059   20060 05-Oct-05 06:25:40 05-Oct-05 07:21:20           1       99714      -1.303      -1.303                                                 Spacecraft:vc3_20051005214028.0
hsi_20051005_072120_002.fits   20059   20060 05-Oct-05 07:21:20 05-Oct-05 08:01:40           1       63809      -1.303      -1.303                                                 Spacecraft:vc3_20051005214028.0
hsi_20051005_080140_001.fits   20060   20061 05-Oct-05 08:01:40 05-Oct-05 09:15:20           1       99811      -1.303      -1.303                                                 Spacecraft:vc3_20051005214028.0
hsi_20051005_091520_001.fits   20060   20061 05-Oct-05 09:15:20 05-Oct-05 09:37:40           1       26724      -1.303      -1.304                                                 Spacecraft:vc3_20051005214028.0
hsi_20051005_093740_002.fits   20061   20062 05-Oct-05 09:37:40 05-Oct-05 10:56:40           1       99685      -1.304      -1.304                                                 Spacecraft:vc3_20051005214909.0
hsi_20051005_105640_002.fits   20061   20062 05-Oct-05 10:56:40 05-Oct-05 11:13:40           1       16827      -1.304      -1.304                                                 Spacecraft:vc3_20051005214909.0
hsi_20051005_111340_002.fits   20062   20063 05-Oct-05 11:13:40 05-Oct-05 12:26:00           1       99918      -1.304      -1.304                                                 Spacecraft:vc3_20051005232152.0
hsi_20051005_122600_002.fits   20062   20063 05-Oct-05 12:26:00 05-Oct-05 12:49:40           1       23613      -1.304      -1.304                                                 Spacecraft:vc3_20051005232152.0
hsi_20051005_124940_001.fits   20063   20064 05-Oct-05 12:49:40 05-Oct-05 14:19:20           1       99886      -1.304      -1.304                                                 Spacecraft:vc3_20051005232152.0
hsi_20051005_141920_001.fits   20063   20064 05-Oct-05 14:19:20 05-Oct-05 14:25:40           1        5940      -1.304      -1.304                                                 Spacecraft:vc3_20051005232152.0
"hsi_20051005_142540_002.fits   20064   20065 05-Oct-05 14:25:40 05-Oct-05 15:55:40           1       99813      -1.304      -1.304                            Spacecraft:vc1_20051006010300.0,vc3_20051006010300.0"
"hsi_20051005_155540_002.fits   20064   20065 05-Oct-05 15:55:40 05-Oct-05 16:01:40           1        5555      -1.304      -1.304                            Spacecraft:vc1_20051006010300.0,vc3_20051006010300.0"
hsi_20051005_160140_003.fits   20065   20066 05-Oct-05 16:01:40 05-Oct-05 17:25:00           1       99615      -1.304      -1.304                                                 Spacecraft:vc3_20051006132556.0
hsi_20051005_172500_003.fits   20065   20066 05-Oct-05 17:25:00 05-Oct-05 17:37:40           1       11495      -1.304      -1.304                                                 Spacecraft:vc3_20051006132556.0
hsi_20051005_173740_003.fits   20066   20067 05-Oct-05 17:37:40 05-Oct-05 18:57:20           1       99694      -1.304      -1.305                                                 Spacecraft:vc3_20051006150600.0
hsi_20051005_185720_003.fits   20066   20067 05-Oct-05 18:57:20 05-Oct-05 19:13:40           1       16528      -1.305      -1.305                                                 Spacecraft:vc3_20051006150600.0
hsi_20051005_191340_002.fits   20067   20068 05-Oct-05 19:13:40 05-Oct-05 20:27:20           1       99672      -1.305      -1.305                                                 Spacecraft:vc3_20051006150600.0
hsi_20051005_202720_002.fits   20067   20068 05-Oct-05 20:27:20 05-Oct-05 20:49:20           1       15433      -1.305      -1.305                                                 Spacecraft:vc3_20051006150600.0
"hsi_20051005_204920_003.fits   20068   20069 05-Oct-05 20:49:20 05-Oct-05 22:25:20           1       99554      -1.305      -1.305                            Spacecraft:vc1_20051006163707.0,vc3_20051006163707.0"
